Group,Name,CourseNumber,StartDate,Days,Time,Period,Credits,Campus,Fee,Teacher,Detail
Information Technology,Computer Networking Essentials,ITEC.X400.(5),9/6/2018,Thu,06:30 PM,2018.09.06-2018.11.15,3.0,SANTA CLARA,$750,Steve Arnold,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5589919&SectionID=6215677
Information Technology,"IO Concepts and Protocols: PCI Express, Ethernet, and Fibre Channel",EMBD.X406.(3),9/19/2018,Wed,06:30 PM,2018.09.19-2018.12.05,3.0,SANTA CLARA,$950,Ajit Natarajan,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5587097&SectionID=6214463
Information Technology,DevOps Technologies,ITEC.X401.(3),9/15/2018,Sat,11:00 AM,2018.09.15-2018.11.17,3.0,SANTA CLARA,$910,Jeffrey S Miller,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5618051&SectionID=6215739
Information Technology,"Wireless Communications and Mobile Antenna Design, Introduction",ITEC.X410.(3),9/20/2018,Thu,06:30 PM,2018.09.20-2018.12.06,3.0,SANTA CLARA,$775,Edison Fong,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590093&SectionID=6215877
Information Technology,TCP/IP Essentials,ITEC.X407.(815),9/18/2018,Tue,NA,2018.09.18-2018.12.18,2.0,ONLINE,$750,Siva Prasad,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590013&SectionID=6220073
Information Technology,TCP/IP Essentials,ITEC.X407.(814),8/3/2018,Fri,NA,2018.08.03-2018.11.02,2.0,ONLINE,$750,Siva Prasad,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590013&SectionID=6142065
Information Technology,Java Programming for Beginners,CMPR.X412.(11),9/24/2018,Mon,06:30 PM,2018.09.24-2018.11.19,2.0,SANTA CLARA,$625,Bineet Sharma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590647&SectionID=6217331
Information Technology,Java Programming for Beginners,CMPR.X412.(809),11/13/2018,Tue,NA,2018.11.13-2019.02.12,2.0,ONLINE,$625,Bineet Sharma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590647&SectionID=6223367
Information Technology,Java Programming for Beginners,CMPR.X412.(808),9/18/2018,Tue,NA,2018.09.18-2018.12.18,2.0,ONLINE,$625,Bineet Sharma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590647&SectionID=6219789
Information Technology,Java Programming for Beginners,CMPR.X412.(806),8/3/2018,Fri,NA,2018.08.03-2018.11.02,2.0,ONLINE,$625,Bineet Sharma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590647&SectionID=6140769
Information Technology,Python Programming for Beginners,CMPR.X415.(11),10/16/2018,Tue,06:30 PM,2018.10.16-2018.11.20,1.5,SANTA CLARA,$580,Irv Kalb,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591073&SectionID=6217635
Information Technology,Python Programming for Beginners,CMPR.X415.(10),9/6/2018,Thu,06:30 PM,2018.09.06-2018.10.11,1.5,SANTA CLARA,$580,Donald J Keidel,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591073&SectionID=6217539
Information Technology,"Cloud Computing, Introduction",IPDV.X400.(3),12/1/2018,Sat,10:00 AM,2018.12.01-2018.12.01,0.5,SANTA CLARA,$350,Jeffrey S Miller,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5592451&SectionID=6216495
Information Technology,Relational Database Design and SQL Programming,DBDA.X415.(817),11/13/2018,Tue,NA,2018.11.13-2019.02.12,3.0,ONLINE,$910,Niket K. Patwardhan,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594139&SectionID=6225043
Information Technology,Relational Database Design and SQL Programming,DBDA.X415.(816),9/18/2018,Tue,NA,2018.09.18-2018.12.18,3.0,ONLINE,$910,Niket K. Patwardhan,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594139&SectionID=6220031
Information Technology,Relational Database Design and SQL Programming,DBDA.X415.(13),9/10/2018,Mon,06:30 PM,2018.09.10-2018.11.19,3.0,SANTA CLARA,$910,Niket K. Patwardhan,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594139&SectionID=6218639
Information Technology,Relational Database Design and SQL Programming,DBDA.X415.(814),8/3/2018,Fri,NA,2018.08.03-2018.11.02,3.0,ONLINE,$910,Niket K. Patwardhan,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594139&SectionID=6141351
Information Technology,System Virtualization Fundamentals,ITEC.X406.(3),9/14/2018,Fri,06:00 PM,2018.09.14-2018.11.09,2.5,SANTA CLARA,$830,Juan C Gomez,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590103&SectionID=6215821
Information Technology,Linux System Performance in the Cloud and Data Center,LINX.X407.(3),9/11/2018,Tue,06:30 PM,2018.09.11-2018.11.13,3.0,SANTA CLARA,$980,Amer Ather,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5587149&SectionID=6222165
Information Technology,"LAMP: Linux Based Web Application Development – Apache, MySQL, PHP",LINX.X401.(817),11/13/2018,Tue,NA,2018.11.13-2019.02.12,3.0,ONLINE,$980,Taral Oza,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590461&SectionID=6225087
Information Technology,"LAMP: Linux Based Web Application Development – Apache, MySQL, PHP",LINX.X401.(816),9/18/2018,Tue,NA,2018.09.18-2018.12.18,3.0,ONLINE,$980,Taral Oza,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590461&SectionID=6220115
Information Technology,"LAMP: Linux Based Web Application Development – Apache, MySQL, PHP",LINX.X401.(815),8/3/2018,Fri,NA,2018.08.03-2018.11.02,3.0,ONLINE,$980,Taral Oza,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590461&SectionID=6141455
Information Technology,"Linux, Introduction",LINX.X400.(5),9/8/2018,Sat,09:00 AM,2018.09.08-2018.11.03,2.5,SANTA CLARA,$840,Suleman Saya,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5586699&SectionID=6215993
Information Technology,Python for Programmers,CMPR.X416.(817),11/13/2018,Tue,NA,2018.11.13-2019.02.12,3.0,ONLINE,$1020,Marilyn Davis,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6224949
Information Technology,Python for Programmers,CMPR.X416.(816),9/18/2018,Tue,NA,2018.09.18-2018.12.18,3.0,ONLINE,$1020,Marilyn Davis,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6219873
Information Technology,Python for Programmers,CMPR.X416.(20),12/3/2018,Mon,09:00 AM,2018.12.03-2018.12.15,3.0,SANTA CLARA,$1020,Marilyn Davis,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6217855
Information Technology,Python for Programmers,CMPR.X416.(19),9/26/2018,Wed,06:30 PM,2018.09.26-2018.12.05,3.0,SANTA CLARA,$1020,Ravishankar N Chityala,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6217777
Information Technology,Python for Programmers,CMPR.X416.(18),9/8/2018,Sat,09:00 AM,2018.09.08-2018.11.10,3.0,SANTA CLARA,$1020,Min Wu,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6217699
Information Technology,Python for Programmers,CMPR.X416.(815),8/3/2018,Fri,NA,2018.08.03-2018.11.02,3.0,ONLINE,$1020,Marilyn Davis,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6141083
Information Technology,Python for Programmers,CMPR.X416.(17),8/20/2018,Mon,09:00 AM,2018.08.20-2018.09.04,3.0,SANTA CLARA,$1020,Marilyn Davis,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6140361
Information Technology,Linux Systems Programming,LINX.X408.(5),9/26/2018,Wed,06:30 PM,2018.09.26-2018.12.05,3.0,SANTA CLARA,$735,Raghav Vinjamuri,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5587401&SectionID=6216295
Information Technology,C Programming for Beginners,CMPR.X400.(11),9/26/2018,Wed,06:30 PM,2018.09.26-2018.11.14,2.0,SANTA CLARA,$620,Wayne L Fenton,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590455&SectionID=6216855
Information Technology,C Programming for Beginners,CMPR.X400.(808),11/13/2018,Tue,NA,2018.11.13-2019.02.12,2.0,ONLINE,$620,Bineet Sharma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590455&SectionID=6223203
Information Technology,C Programming for Beginners,CMPR.X400.(807),9/18/2018,Tue,NA,2018.09.18-2018.12.18,2.0,ONLINE,$620,Bineet Sharma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590455&SectionID=6219579
Information Technology,C Programming for Beginners,CMPR.X400.(806),8/3/2018,Fri,NA,2018.08.03-2018.11.02,2.0,ONLINE,$620,Bineet Sharma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590455&SectionID=6140487
Internet Programming and Development,Internet Programming and Development Info Session,INFO.IPDV.(01),8/22/2018,Wed,06:30 PM,2018.08.22-2018.08.22,,SANTA CLARA,$0,,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=6275209&SectionID=6309109
Internet Programming and Development,HTML Fundamentals,UEWD.X410.(803),11/13/2018,Tue,NA,2018.11.13-2019.02.12,2.0,ONLINE,$660,Audrey A Blumeneau,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=6228325&SectionID=6231597
Internet Programming and Development,HTML Fundamentals,UEWD.X410.(802),9/18/2018,Tue,NA,2018.09.18-2018.12.18,2.0,ONLINE,$660,Audrey A Blumeneau,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=6228325&SectionID=6230605
Internet Programming and Development,HTML Fundamentals,UEWD.X410.(801),8/3/2018,Fri,NA,2018.08.03-2018.11.02,2.0,ONLINE,$660,Audrey A Blumeneau,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=6228325&SectionID=6230565
Internet Programming and Development,Designing with Cascading Style Sheets: Fundamentals,UEWD.X406.(802),11/13/2018,Tue,NA,2018.11.13-2019.02.12,2.0,ONLINE,$660,Audrey A Blumeneau,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=6228481&SectionID=6230523
Internet Programming and Development,Designing with Cascading Style Sheets: Fundamentals,UEWD.X406.(801),9/18/2018,Tue,NA,2018.09.18-2018.12.18,2.0,ONLINE,$660,Audrey A Blumeneau,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=6228481&SectionID=6230483
Internet Programming and Development,User Experience Design Fundamentals,UEWD.X414.(1),9/24/2018,Mon,06:30 PM,2018.09.24-2018.12.03,3.0,SANTA CLARA,$750,Alp Tiritoglu,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=6230035&SectionID=6230793
Internet Programming and Development,Designing with Cascading Style Sheets: Advanced,UXWD.X406.(2),8/18/2018,Sat,09:00 AM,2018.08.18-2018.09.15,2.0,SANTA CLARA,$680,Audrey A Blumeneau,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5596985&SectionID=6121359
Internet Programming and Development,HTML5: The Living Language,UEWD.X411.(801),8/3/2018,Fri,NA,2018.08.03-2018.11.02,3.0,ONLINE,$880,Audrey A Blumeneau,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=6229975&SectionID=6230675
Internet Programming and Development,HTML5: The Living Language,UEWD.X411.(2),10/27/2018,Sat,09:00 AM,2018.10.27-2018.12.01,3.0,SANTA CLARA,$880,Audrey A Blumeneau,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=6229975&SectionID=6231671
Internet Programming and Development,Designing with Cascading Style Sheets: Advanced,UXWD.X406.(2),8/18/2018,Sat,09:00 AM,2018.08.18-2018.09.15,2.0,SANTA CLARA,$680,Audrey A Blumeneau,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5596985&SectionID=6121359
Internet Programming and Development,Java Programming for Beginners,CMPR.X412.(11),9/24/2018,Mon,06:30 PM,2018.09.24-2018.11.19,2.0,SANTA CLARA,$625,Bineet Sharma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590647&SectionID=6217331
Internet Programming and Development,Java Programming for Beginners,CMPR.X412.(809),11/13/2018,Tue,NA,2018.11.13-2019.02.12,2.0,ONLINE,$625,Bineet Sharma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590647&SectionID=6223367
Internet Programming and Development,Java Programming for Beginners,CMPR.X412.(808),9/18/2018,Tue,NA,2018.09.18-2018.12.18,2.0,ONLINE,$625,Bineet Sharma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590647&SectionID=6219789
Internet Programming and Development,Java Programming for Beginners,CMPR.X412.(806),8/3/2018,Fri,NA,2018.08.03-2018.11.02,2.0,ONLINE,$625,Bineet Sharma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590647&SectionID=6140769
Internet Programming and Development,Designing with Cascading Style Sheets: Fundamentals,UEWD.X406.(802),11/13/2018,Tue,NA,2018.11.13-2019.02.12,2.0,ONLINE,$660,Audrey A Blumeneau,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=6228481&SectionID=6230523
Internet Programming and Development,Designing with Cascading Style Sheets: Fundamentals,UEWD.X406.(801),9/18/2018,Tue,NA,2018.09.18-2018.12.18,2.0,ONLINE,$660,Audrey A Blumeneau,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=6228481&SectionID=6230483
Internet Programming and Development,XML Essentials,CMPR.X417.(816),9/18/2018,Tue,NA,2018.09.18-2018.12.18,2.0,ONLINE,$625,Ahmad Nouri,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590987&SectionID=6219983
Internet Programming and Development,XML Essentials,CMPR.X417.(815),8/3/2018,Fri,NA,2018.08.03-2018.11.02,2.0,ONLINE,$625,Ahmad Nouri,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590987&SectionID=6140997
Internet Programming and Development,"C# .NET Programming, Advanced",CMPR.X402.(803),9/18/2018,Tue,NA,2018.09.18-2018.12.18,3.0,ONLINE,$910,Taral Oza,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591255&SectionID=6219669
Internet Programming and Development,Python Programming for Beginners,CMPR.X415.(11),10/16/2018,Tue,06:30 PM,2018.10.16-2018.11.20,1.5,SANTA CLARA,$580,Irv Kalb,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591073&SectionID=6217635
Internet Programming and Development,Python Programming for Beginners,CMPR.X415.(10),9/6/2018,Thu,06:30 PM,2018.09.06-2018.10.11,1.5,SANTA CLARA,$580,Donald J Keidel,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591073&SectionID=6217539
Internet Programming and Development,"JavaScript and AJAX, Comprehensive",IPDV.X405.(5),9/10/2018,Mon,06:30 PM,2018.09.10-2018.11.19,3.0,SANTA CLARA,$960,Vivek Sharma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5593743&SectionID=6216695
Internet Programming and Development,"Cloud Computing, Introduction",IPDV.X400.(3),12/1/2018,Sat,10:00 AM,2018.12.01-2018.12.01,0.5,SANTA CLARA,$350,Jeffrey S Miller,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5592451&SectionID=6216495
Internet Programming and Development,"Web Applications Testing, Comprehensive",SEQA.X405.(3),9/27/2018,Thu,06:30 PM,2018.09.27-2018.12.06,3.0,SANTA CLARA,$910,Min Wu,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594067&SectionID=6219067
Internet Programming and Development,User Experience Design Fundamentals,UEWD.X414.(1),9/24/2018,Mon,06:30 PM,2018.09.24-2018.12.03,3.0,SANTA CLARA,$750,Alp Tiritoglu,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=6230035&SectionID=6230793
Internet Programming and Development,Introduction to Web Programming: JavaScript and PHP,IPDV.X404.(5),9/12/2018,Wed,06:30 PM,2018.09.12-2018.11.14,2.0,SANTA CLARA,$710,Teresa M Hardy,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5597861&SectionID=6216607
Internet Programming and Development,Developing JavaScript-based Rich Web UI with JQuery,IPDV.X403.(3),9/14/2018,Fri,06:30 PM,2018.09.14-2018.11.02,2.0,SANTA CLARA,$760,Subhadeep Chatterjee,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5597881&SectionID=6216537
Internet Programming and Development,Web Framework Using JavaScript: The MEAN Stack,IPDV.X409.(5),9/6/2018,Thu,06:30 PM,2018.09.06-2018.11.08,3.0,SANTA CLARA,$980,Vivek Sharma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5593821&SectionID=6216795
Internet Programming and Development,"Java Programming, Comprehensive",CMPR.X413.(10),9/5/2018,Wed,06:30 PM,2018.09.05-2018.11.07,3.0,SANTA CLARA,$1020,Bineet Sharma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590711&SectionID=6217441
Internet Programming and Development,"Java Programming, Comprehensive",CMPR.X413.(808),11/13/2018,Tue,NA,2018.11.13-2019.02.12,3.0,ONLINE,$1020,Radhika S Grover,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590711&SectionID=6223421
Internet Programming and Development,"Java Programming, Comprehensive",CMPR.X413.(807),9/18/2018,Tue,NA,2018.09.18-2018.12.18,3.0,ONLINE,$1020,Radhika S Grover,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590711&SectionID=6219831
Internet Programming and Development,"Java Programming, Comprehensive",CMPR.X413.(806),8/3/2018,Fri,NA,2018.08.03-2018.11.02,3.0,ONLINE,$1020,Radhika S Grover,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590711&SectionID=6140911
Internet Programming and Development,"C# .NET Programming, Comprehensive",CMPR.X403.(5),9/11/2018,Tue,06:30 PM,2018.09.11-2018.11.06,3.0,SANTA CLARA,$910,Taral Oza,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591239&SectionID=6216979
Internet Programming and Development,"C# .NET Programming, Comprehensive",CMPR.X403.(809),8/3/2018,Fri,NA,2018.08.03-2018.11.02,3.0,ONLINE,$910,Taral Oza,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591239&SectionID=6141183
Internet Programming and Development,HTML5: The Living Language,UEWD.X411.(801),8/3/2018,Fri,NA,2018.08.03-2018.11.02,3.0,ONLINE,$880,Audrey A Blumeneau,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=6229975&SectionID=6230675
Internet Programming and Development,HTML5: The Living Language,UEWD.X411.(2),10/27/2018,Sat,09:00 AM,2018.10.27-2018.12.01,3.0,SANTA CLARA,$880,Audrey A Blumeneau,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=6229975&SectionID=6231671
Internet Programming and Development,"LAMP: Linux Based Web Application Development – Apache, MySQL, PHP",LINX.X401.(817),11/13/2018,Tue,NA,2018.11.13-2019.02.12,3.0,ONLINE,$980,Taral Oza,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590461&SectionID=6225087
Internet Programming and Development,"LAMP: Linux Based Web Application Development – Apache, MySQL, PHP",LINX.X401.(816),9/18/2018,Tue,NA,2018.09.18-2018.12.18,3.0,ONLINE,$980,Taral Oza,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590461&SectionID=6220115
Internet Programming and Development,"LAMP: Linux Based Web Application Development – Apache, MySQL, PHP",LINX.X401.(815),8/3/2018,Fri,NA,2018.08.03-2018.11.02,3.0,ONLINE,$980,Taral Oza,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590461&SectionID=6141455
Internet Programming and Development,Python for Programmers,CMPR.X416.(817),11/13/2018,Tue,NA,2018.11.13-2019.02.12,3.0,ONLINE,$1020,Marilyn Davis,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6224949
Internet Programming and Development,Python for Programmers,CMPR.X416.(816),9/18/2018,Tue,NA,2018.09.18-2018.12.18,3.0,ONLINE,$1020,Marilyn Davis,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6219873
Internet Programming and Development,Python for Programmers,CMPR.X416.(20),12/3/2018,Mon,09:00 AM,2018.12.03-2018.12.15,3.0,SANTA CLARA,$1020,Marilyn Davis,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6217855
Internet Programming and Development,Python for Programmers,CMPR.X416.(19),9/26/2018,Wed,06:30 PM,2018.09.26-2018.12.05,3.0,SANTA CLARA,$1020,Ravishankar N Chityala,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6217777
Internet Programming and Development,Python for Programmers,CMPR.X416.(18),9/8/2018,Sat,09:00 AM,2018.09.08-2018.11.10,3.0,SANTA CLARA,$1020,Min Wu,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6217699
Internet Programming and Development,Python for Programmers,CMPR.X416.(815),8/3/2018,Fri,NA,2018.08.03-2018.11.02,3.0,ONLINE,$1020,Marilyn Davis,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6141083
Internet Programming and Development,Python for Programmers,CMPR.X416.(17),8/20/2018,Mon,09:00 AM,2018.08.20-2018.09.04,3.0,SANTA CLARA,$1020,Marilyn Davis,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6140361
Linux Programming and Administration,Linux Programming and Administration Info Session,INFO.LINX.(01),8/23/2018,Thu,06:30 PM,2018.08.23-2018.08.23,,SANTA CLARA,$0,,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=6275221&SectionID=6286841
Linux Programming and Administration,Computer Networking Essentials,ITEC.X400.(5),9/6/2018,Thu,06:30 PM,2018.09.06-2018.11.15,3.0,SANTA CLARA,$750,Steve Arnold,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5589919&SectionID=6215677
Linux Programming and Administration,Python Programming for Beginners,CMPR.X415.(11),10/16/2018,Tue,06:30 PM,2018.10.16-2018.11.20,1.5,SANTA CLARA,$580,Irv Kalb,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591073&SectionID=6217635
Linux Programming and Administration,Python Programming for Beginners,CMPR.X415.(10),9/6/2018,Thu,06:30 PM,2018.09.06-2018.10.11,1.5,SANTA CLARA,$580,Donald J Keidel,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591073&SectionID=6217539
Linux Programming and Administration,"Cloud Computing, Introduction",IPDV.X400.(3),12/1/2018,Sat,10:00 AM,2018.12.01-2018.12.01,0.5,SANTA CLARA,$350,Jeffrey S Miller,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5592451&SectionID=6216495
Linux Programming and Administration,System Virtualization Fundamentals,ITEC.X406.(3),9/14/2018,Fri,06:00 PM,2018.09.14-2018.11.09,2.5,SANTA CLARA,$830,Juan C Gomez,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590103&SectionID=6215821
Linux Programming and Administration,Linux System Performance in the Cloud and Data Center,LINX.X407.(3),9/11/2018,Tue,06:30 PM,2018.09.11-2018.11.13,3.0,SANTA CLARA,$980,Amer Ather,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5587149&SectionID=6222165
Linux Programming and Administration,"Linux Kernel Programming, Advanced",LINX.X405.(3),10/13/2018,Sat,08:30 AM,2018.10.13-2018.12.01,2.5,SANTA CLARA,$920,Anand Pai,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5588193&SectionID=6216237
Linux Programming and Administration,Python for Programmers,CMPR.X416.(817),11/13/2018,Tue,NA,2018.11.13-2019.02.12,3.0,ONLINE,$1020,Marilyn Davis,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6224949
Linux Programming and Administration,Python for Programmers,CMPR.X416.(816),9/18/2018,Tue,NA,2018.09.18-2018.12.18,3.0,ONLINE,$1020,Marilyn Davis,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6219873
Linux Programming and Administration,Python for Programmers,CMPR.X416.(20),12/3/2018,Mon,09:00 AM,2018.12.03-2018.12.15,3.0,SANTA CLARA,$1020,Marilyn Davis,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6217855
Linux Programming and Administration,Python for Programmers,CMPR.X416.(19),9/26/2018,Wed,06:30 PM,2018.09.26-2018.12.05,3.0,SANTA CLARA,$1020,Ravishankar N Chityala,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6217777
Linux Programming and Administration,Python for Programmers,CMPR.X416.(18),9/8/2018,Sat,09:00 AM,2018.09.08-2018.11.10,3.0,SANTA CLARA,$1020,Min Wu,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6217699
Linux Programming and Administration,Python for Programmers,CMPR.X416.(815),8/3/2018,Fri,NA,2018.08.03-2018.11.02,3.0,ONLINE,$1020,Marilyn Davis,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6141083
Linux Programming and Administration,Python for Programmers,CMPR.X416.(17),8/20/2018,Mon,09:00 AM,2018.08.20-2018.09.04,3.0,SANTA CLARA,$1020,Marilyn Davis,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5591127&SectionID=6140361
Linux Programming and Administration,Embedded Linux Design and Programming,LINX.X409.(4),9/6/2018,Thu,06:30 PM,2018.09.06-2018.11.08,3.0,SANTA CLARA,$980,Suleman Saya,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5588051&SectionID=6216361
Linux Programming and Administration,Linux Systems Programming,LINX.X408.(5),9/26/2018,Wed,06:30 PM,2018.09.26-2018.12.05,3.0,SANTA CLARA,$735,Raghav Vinjamuri,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5587401&SectionID=6216295
Linux Programming and Administration,C Programming for Beginners,CMPR.X400.(11),9/26/2018,Wed,06:30 PM,2018.09.26-2018.11.14,2.0,SANTA CLARA,$620,Wayne L Fenton,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590455&SectionID=6216855
Linux Programming and Administration,C Programming for Beginners,CMPR.X400.(808),11/13/2018,Tue,NA,2018.11.13-2019.02.12,2.0,ONLINE,$620,Bineet Sharma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590455&SectionID=6223203
Linux Programming and Administration,C Programming for Beginners,CMPR.X400.(807),9/18/2018,Tue,NA,2018.09.18-2018.12.18,2.0,ONLINE,$620,Bineet Sharma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5590455&SectionID=6219579
